TEmpoAberturaMilisegundos:30000
TempoAbertura TempoGastoNaFila TempoOcioso 
35370000 6040926 41436931
35400000 6036931 41463933
35430000 6033933 41489970
35460000 6029970 41516011
35490000 6026011 41542022
35520000 6022022 41568034
35550000 6018034 41594078
35580000 6014078 41620153
35610000 6010153 41648242
35640000 6008242 41676331
35670000 6006331 41707347
35700000 6007347 41736389
35730000 6006389 41763405
35760000 6003405 41789460
35790000 5999460 41815485
35820000 5995485 41841511
35850000 5991511 41868554
35880000 5988554 41894572
35910000 5984572 41920644
35940000 5980644 41947668
35970000 5977668 41978700
36000000 5978700 42007705
36030000 5977705 42036710
36060000 5976710 42062743
36090000 5972743 42089774
36120000 5969774 42115867
36150000 5965867 42141937
36180000 5961937 42167977
36210000 5957977 42195993
36240000 5955993 42225995
36270000 5955995 42252036
36300000 5952036 42279094
36330000 5949094 42308119
36360000 5948119 42335125
36390000 5945125 42362200
36420000 5942200 42391272
36450000 5941272 42417358
36480000 5937358 42442373
36510000 5932373 42470405
36540000 5930405 42496450
36570000 5926450 42522492
36600000 5922492 42548580
36630000 5918580 42575620
36660000 5915620 42604641
36690000 5914641 42635688
36720000 5915688 42662734
36750000 5912734 42689742
36780000 5909742 42718780
36810000 5908780 42744850
36840000 5904850 42771941
36870000 5901941 42803003
36900000 5903003 42832090
36930000 5902090 42858152
36960000 5898152 42885213
36990000 5895213 42912214
37020000 5892214 42940261
37050000 5890261 42966332
37080000 5886332 42992389
37110000 5882389 43019392
37140000 5879392 43046413
37170000 5876413 43075453
37200000 5875453 43106534
37230000 5876534 43135589
37260000 5875589 43161676
37290000 5871676 43191678
37320000 5871678 43218694
37350000 5868694 43245763
37380000 5865763 43271839
37410000 5861839 43298914
37440000 5858914 43325950
37470000 5855950 43352034
37500000 5852034 43377068
37530000 5847068 43402111
37560000 5842111 43430172
37590000 5840172 43460237
37620000 5840237 43491335
37650000 5841335 43518427
37680000 5838427 43546505
37710000 5836505 43572597
37740000 5832597 43597656
37770000 5827656 43623744
37800000 5823744 43650747
37830000 5820747 43676834
37860000 5816834 43705927
37890000 5815927 43734998
37920000 5814998 43762049
37950000 5812049 43789080
37980000 5809080 43815179
38010000 5805179 43845259
38040000 5805259 43872291
38070000 5802291 43899360
38100000 5799360 43924425
38130000 5794425 43952462
38160000 5792462 43981550
38190000 5791550 44011582
38220000 5791582 44038590
38250000 5788590 44065637
38280000 5785637 44092652
38310000 5782652 44119656
38340000 5779656 44146659
38370000 5776659 44173707
38400000 5773707 44200773
38430000 5770773 44228780
38460000 5768780 44253854
38490000 5763854 44281947
38520000 5761947 44311997
38550000 5761997 44344026
38580000 5764026 44371089
38610000 5761089 44400098
38640000 5760098 44430122
38670000 5760122 44458144
38700000 5758144 44485174
38730000 5755174 44510254
38760000 5750254 44535343
38790000 5745343 44562376
38820000 5742376 44589394
38850000 5739394 44616457
38880000 5736457 44644471
38910000 5734471 44671493
38940000 5731493 44698576
38970000 5728576 44723675
39000000 5723675 44753743
39030000 5723743 44784769
39060000 5724769 44811848
39090000 5721848 44838897
39120000 5718897 44865976
39150000 5715976 44895994
39180000 5715994 44928038
39210000 5718038 44955075
39240000 5715075 44982120
39270000 5712120 45008124
39300000 5708124 45037148
39330000 5707148 45064181
39360000 5704181 45092210
39390000 5702210 45122249
39420000 5702249 45149299
39450000 5699299 45177352
39480000 5697352 45204448
39510000 5694448 45234532
39540000 5694532 45261585
39570000 5691585 45288680
39600000 5688680 45315741
39630000 5685741 45341761
39660000 5681761 45370801
39690000 5680801 45397850
39720000 5677850 45425860
39750000 5675860 45455894
39780000 5675894 45487953
39810000 5677953 45515965
39840000 5675965 45541979
39870000 5671979 45569050
39900000 5669050 45596121
39930000 5666121 45624134
39960000 5664134 45656209
39990000 5666209 45687266
40020000 5667266 45714346
40050000 5664346 45742406
40080000 5662406 45770432
40110000 5660432 45800502
40140000 5660502 45828598
40170000 5658598 45858648
40200000 5658648 45888747
40230000 5658747 45916815
40260000 5656815 45944842
40290000 5654842 45970871
40320000 5650871 46000959
40350000 5650959 46031974
40380000 5651974 46060058
40410000 5650058 46087149
40440000 5647149 46114235
40470000 5644235 46142277
40500000 5642277 46171347
40530000 5641347 46199373
40560000 5639373 46229438
40590000 5639438 46255487
40620000 5635487 46286558
40650000 5636558 46313636
40680000 5633636 46340730
40710000 5630730 46367815
40740000 5627815 46395822
40770000 5625822 46421887
40800000 5621887 46449928
40830000 5619928 46478952
40860000 5618952 46511977
40890000 5621977 46543006
40920000 5623006 46569062
40950000 5619062 46598146
40980000 5618146 46625238
41010000 5615238 46653246
41040000 5613246 46684248
41070000 5614248 46711347
41100000 5611347 46739444
41130000 5609444 46770528
41160000 5610528 46800529
41190000 5610529 46832529
41220000 5612529 46861532
41250000 5611532 46891625
41280000 5611625 46922668
41310000 5612668 46951679
41340000 5611679 46979769
41370000 5609769 47005839
41400000 5605839 47031918
41430000 5601918 47059971
41460000 5599971 47093009
41490000 5603009 47121021
41520000 5601021 47149042
41550000 5599042 47177125
41580000 5597125 47205152
41610000 5595152 47233221
41640000 5593221 47262239
41670000 5592239 47293268
41700000 5593268 47321301
41730000 5591301 47349336
41760000 5589336 47382387
41790000 5592387 47413443
41820000 5593443 47442467
41850000 5592467 47471470
41880000 5591470 47497562
41910000 5587562 47527576
41940000 5587576 47558602
41970000 5588602 47587644
42000000 5587644 47615706
42030000 5585706 47644706
42060000 5584706 47673711
42090000 5583711 47701762
42120000 5581762 47730796
42150000 5580796 47763862
42180000 5583862 47794933
42210000 5584933 47823951
42240000 5583951 47851999
42270000 5581999 47878096
42300000 5578096 47905103
42330000 5575103 47937152
42360000 5577152 47968216
42390000 5578216 47997253
42420000 5577253 48024267
42450000 5574267 48053325
42480000 5573325 48082346
42510000 5572346 48109369
42540000 5569369 48137468
42570000 5567468 48168510
42600000 5568510 48201591
42630000 5571591 48232677
42660000 5572677 48260740
42690000 5570740 48290783
42720000 5570783 48322847
42750000 5572847 48350925
42780000 5570925 48379001
42810000 5569001 48407088
42840000 5567088 48436126
42870000 5566126 48465221
42900000 5565221 48495280
42930000 5565280 48528376
42960000 5568376 48556454
42990000 5566454 48588533
43020000 5568533 48616615
43050000 5566615 48644708
43080000 5564708 48673771
43110000 5563771 48702799
43140000 5562799 48733856
43170000 5563856 48765856
43200000 5565856 48792893
43230000 5562893 48821904
43260000 5561904 48851981
43290000 5561981 48885994
43320000 5565994 48917068
43350000 5567068 48949083
43380000 5569083 48977176
43410000 5567176 49009270
43440000 5569270 49037367
43470000 5567367 49068460
43500000 5568460 49097463
43530000 5567463 49126548
43560000 5566548 49155612
43590000 5565612 49184664
43620000 5564664 49211734
43650000 5561734 49238785
43680000 5558785 49265854
43710000 5555854 49294879
43740000 5554879 49323974
43770000 5553974 49353999
43800000 5553999 49388028
43830000 5558028 49420059
43860000 5560059 49449078
43890000 5559078 49478146
43920000 5558146 49507155
43950000 5557155 49536182
43980000 5556182 49565225
44010000 5555225 49594283
44040000 5554283 49626292
44070000 5556292 49657382
44100000 5557382 49687382
44130000 5557382 49716425
44160000 5556425 49745469
44190000 5555469 49775485
44220000 5555485 49804569
44250000 5554569 49836594
44280000 5556594 49868600
44310000 5558600 49897694
44340000 5557694 49926718
44370000 5556718 49953802
44400000 5553802 49984809
44430000 5554809 50013836
44460000 5553836 50042894
44490000 5552894 50072904
44520000 5552904 50101954
44550000 5551954 50131044
44580000 5551044 50165125
44610000 5555125 50195157
44640000 5555157 50224200
44670000 5554200 50253274
44700000 5553274 50285315
44730000 5555315 50317337
44760000 5557337 50349424
44790000 5559424 50377438
44820000 5557438 50404537
44850000 5554537 50437575
44880000 5557575 50466634
44910000 5556634 50495692
44940000 5555692 50524790
44970000 5554790 50554851
45000000 5554851 50584876
45030000 5554876 50614892
45060000 5554892 50644931
45090000 5554931 50675000
45120000 5555000 50709095
45150000 5559095 50742096
45180000 5562096 50771148
45210000 5561148 50802183
45240000 5562183 50831240
45270000 5561240 50860313
45300000 5560313 50889385
45330000 5559385 50919389
45360000 5559389 50951425
45390000 5561425 50979468
45420000 5559468 51007495
45450000 5557495 51037497
45480000 5557497 51067581
45510000 5557581 51096647
45540000 5556647 51126700
45570000 5556700 51158789
45600000 5558789 51190839
45630000 5560839 51225847
45660000 5565847 51258861
45690000 5568861 51287937
45720000 5567937 51317966
45750000 5567966 51351030
45780000 5571030 51380123
45810000 5570123 51410126
45840000 5570126 51439211
45870000 5569211 51472216
45900000 5572216 51501306
45930000 5571306 51531349
45960000 5571349 51559390
45990000 5569390 51590475
46020000 5570475 51619574
46050000 5569574 51649604
46080000 5569604 51679702
46110000 5569702 51711766
46140000 5571766 51744793
46170000 5574793 51774879
46200000 5574879 51804897
46230000 5574897 51836979
46260000 5576979 51872014
46290000 5582014 51905056
46320000 5585056 51936057
46350000 5586057 51966140
46380000 5586140 51996197
46410000 5586197 52030211
46440000 5590211 52059310
46470000 5589310 52089327
46500000 5589327 52122346
46530000 5592346 52153363
46560000 5593363 52183436
46590000 5593436 52217466
46620000 5597466 52247499
46650000 5597499 52282549
46680000 5602549 52312647
46710000 5602647 52342668
46740000 5602668 52370752
46770000 5600752 52400817
46800000 5600817 52430855
46830000 5600855 52458923
46860000 5598923 52490935
46890000 5600935 52520967
46920000 5600967 52552002
46950000 5602002 52585053
46980000 5605053 52615090
47010000 5605090 52643174
47040000 5603174 52675202
47070000 5605202 52706203
47100000 5606203 52739215
47130000 5609215 52772285
47160000 5612285 52802338
47190000 5612338 52833351
47220000 5613351 52863439
47250000 5613439 52894468
47280000 5614468 52929532
47310000 5619532 52957630
47340000 5617630 52991674
47370000 5621674 53022760
47400000 5622760 53052824
47430000 5622824 53085853
47460000 5625853 53114867
47490000 5624867 53144936
47520000 5624936 53174998
47550000 5624998 53210077
47580000 5630077 53238176
47610000 5628176 53270219
47640000 5630219 53304278
47670000 5634278 53334372
47700000 5634372 53364439
47730000 5634439 53395466
47760000 5635466 53426468
47790000 5636468 53456519
47820000 5636519 53487579
47850000 5637579 53520678
47880000 5640678 53551742
47910000 5641742 53581820
47940000 5641820 53612850
47970000 5642850 53642932
48000000 5642932 53673974
48030000 5643974 53704991
48060000 5644991 53737049
48090000 5647049 53771123
48120000 5651123 53801207
48150000 5651207 53831286
48180000 5651286 53862295
48210000 5652295 53895382
48240000 5655382 53926414
48270000 5656414 53956494
48300000 5656494 53990583
48330000 5660583 54020677
48360000 5660677 54050770
48390000 5660770 54081794
48420000 5661794 54112839
48450000 5662839 54145934
48480000 5665934 54177949
48510000 5667949 54211962
48540000 5671962 54243018
48570000 5673018 54272060
48600000 5672060 54301109
48630000 5671109 54337154
48660000 5677154 54369242
48690000 5679242 54400255
48720000 5680255 54431265
48750000 5681265 54462357
48780000 5682357 54493365
48810000 5683365 54524404
48840000 5684404 54556434
48870000 5686434 54587504
48900000 5687504 54618550
48930000 5688550 54648644
48960000 5688644 54677707
48990000 5687707 54712710
49020000 5692710 54746777
49050000 5696777 54782840
49080000 5702840 54814848
49110000 5704848 54845910
49140000 5705910 54874981
49170000 5704981 54906005
49200000 5706005 54940061
49230000 5710061 54974078
49260000 5714078 55005103
49290000 5715103 55036188
49320000 5716188 55067197
49350000 5717197 55096275
49380000 5716275 55129278
49410000 5719278 55164296
49440000 5724296 55198331
49470000 5728331 55229356
49500000 5729356 55261375
49530000 5731375 55297453
49560000 5737453 55331535
49590000 5741535 55362575
49620000 5742575 55394575
49650000 5744575 55425652
49680000 5745652 55454745
49710000 5744745 55487763
49740000 5747763 55522796
49770000 5752796 55553838
49800000 5753838 55584876
49830000 5754876 55615915
49860000 5755915 55646984
49890000 5756984 55679002
49920000 5759002 55713099
49950000 5763099 55744191
49980000 5764191 55778277
50010000 5768277 55812327
50040000 5772327 55848419
50070000 5778419 55879458
50100000 5779458 55912490
50130000 5782490 55947537
50160000 5787537 55978593
50190000 5788593 56009676
50220000 5789676 56038774
50250000 5788774 56068780
50280000 5788780 56099837
50310000 5789837 56131846
50340000 5791846 56164895
50370000 5794895 56194909
50400000 5794909 56225998
50430000 5795998 56256019
50460000 5796019 56291081
50490000 5801081 56322148
50520000 5802148 56354224
50550000 5804224 56385289
50580000 5805289 56417335
50610000 5807335 56450341
50640000 5810341 56487346
50670000 5817346 56522356
50700000 5822356 56552395
50730000 5822395 56583476
50760000 5823476 56616540
50790000 5826540 56648608
50820000 5828608 56679679
50850000 5829679 56709707
50880000 5829707 56746725
50910000 5836725 56778727
50940000 5838727 56810816
50970000 5840816 56842838
51000000 5842838 56874846
51030000 5844846 56909858
51060000 5849858 56946894
51090000 5856894 56981933
51120000 5861933 57017943
51150000 5867943 57050017
51180000 5870017 57081103
51210000 5871103 57114182
51240000 5874182 57146200
51270000 5876200 57178223
51300000 5878223 57210288
51330000 5880288 57240341
51360000 5880341 57271436
51390000 5881436 57306462
51420000 5886462 57339494
51450000 5889494 57371534
51480000 5891534 57403625
51510000 5893625 57435659
51540000 5895659 57470701
51570000 5900701 57502731
51600000 5902731 57535748
51630000 5905748 57568842
51660000 5908842 57604867
51690000 5914867 57636895
51720000 5916895 57668975
51750000 5918975 57703979
51780000 5923979 57741029
51810000 5931029 57776082
51840000 5936082 57808177
51870000 5938177 57838262
51900000 5938262 57870360
51930000 5940360 57905419
51960000 5945419 57940440
51990000 5950440 57972496
52020000 5952496 58005558
52050000 5955558 58040626
52080000 5960626 58073636
52110000 5963636 58105723
52140000 5965723 58137766
52170000 5967766 58170772
52200000 5970772 58207836
52230000 5977836 58239880
52260000 5979880 58272911
52290000 5982911 58304925
52320000 5984925 58338004
52350000 5988004 58371018
52380000 5991018 58408097
52410000 5998097 58441143
52440000 6001143 58473172
52470000 6003172 58505235
52500000 6005235 58537295
52530000 6007295 58569353
52560000 6009353 58601424
52590000 6011424 58636498
52620000 6016498 58671580
52650000 6021580 58704604
52680000 6024604 58734703
52710000 6024703 58768724
52740000 6028724 58803778
